ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_family_code,employment_family_total_thousands,employment_weight_within_family,employment_estimate_method,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
13451,School principal,MANAGERS,6967,5755,8853,4.6,4.6,estimated_sg_submajor_weighted_2025,13,121.7,0.037719,wage_only,derived_from_official_sg,,external_proxy,0.4593,0.9501,0.4605,0.7378,0.0169,very_low,0.2010,low,ai_leveraged,,,,,,,,,,,,true,-0.3348,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7154,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
12194,Security manager,MANAGERS,6729,3800,10000,7.6,7.6,estimated_sg_submajor_weighted_2025,12,188.7,0.040537,wage_only,derived_from_official_sg,,external_proxy,0.6729,0.7932,0.5422,0.6352,0.0884,low,0.2894,low,ai_leveraged,,,,,,,,,,,,true,-0.1153,false,prefix,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.8500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
13441,Social service manager,MANAGERS,5643,4130,8319,4.1,4.1,estimated_sg_submajor_weighted_2025,13,121.7,0.033947,wage_only,derived_from_official_sg,,external_proxy,0.5408,0.9857,0.5325,0.6981,0.0054,very_low,0.2838,low,ai_leveraged,,,,,,,,,,,,false,,false,false,reliability_weighted,aligned_mid,2,aioe:0.4745|ilo:0.5255,false,,medium,0.7955,0.5500,0.8500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
13302,Software and applications manager,MANAGERS,10779,7620,15816,5.7,5.7,estimated_sg_submajor_weighted_2025,13,121.7,0.046917,wage_only,derived_from_official_sg,,external_proxy,0.4780,0.9581,0.6197,0.5033,0.0101,very_low,0.2838,low,ai_leveraged,,,,,,,,,,,,true,-0.2073,exact,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7966,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
14310,Sports centre manager,MANAGERS,4895,3598,7308,3.3,3.3,estimated_sg_submajor_weighted_2025,14,42.7,0.078350,wage_only,derived_from_official_sg,,external_proxy,0.3033,0.9305,0.4887,0.7263,0.0153,very_low,0.1379,very_low,ai_leveraged,,,,,,,,,,,,true,-0.3253,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6768,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
12132,Strategic planning manager,MANAGERS,12936,8185,19546,10.9,10.9,estimated_sg_submajor_weighted_2025,12,188.7,0.056205,wage_only,derived_from_official_sg,,external_proxy,0.4489,0.9216,0.6807,0.5425,0.0191,very_low,0.2816,low,ai_leveraged,,,,,,,,,,,,true,-0.1893,prefix,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.9014,1.0000,0.8500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
13241,Supply and distribution/Logistics/Warehousing manager,MANAGERS,6650,5050,9882,4.5,4.5,estimated_sg_submajor_weighted_2025,13,121.7,0.036851,wage_only,derived_from_official_sg,,external_proxy,0.6461,0.8360,0.5086,0.7150,0.0758,low,0.2747,low,ai_leveraged,,,,,,,,,,,,true,0.005,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
13291,Technical/Engineering services manager (excluding transport),MANAGERS,8684,6034,12391,5.1,5.1,estimated_sg_submajor_weighted_2025,13,121.7,0.042112,wage_only,derived_from_official_sg,,external_proxy,0.5912,0.8583,0.5531,0.6935,0.0581,low,0.2807,low,ai_leveraged,,,,,,,,,,,,true,-0.159,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.7860,0.8200,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
12123,Training manager,MANAGERS,5960,5214,7270,7.2,7.2,estimated_sg_submajor_weighted_2025,12,188.7,0.038150,wage_only,derived_from_official_sg,,external_proxy,0.6853,0.6881,0.3943,0.7725,0.1651,moderate,0.1859,very_low,ai_leveraged,,,,,,,,,,,,true,-0.0382,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
13243,Transport/Technical operations manager (except port/shipping operations),MANAGERS,7679,5381,12650,4.8,4.8,estimated_sg_submajor_weighted_2025,13,121.7,0.039600,wage_only,derived_from_official_sg,,external_proxy,0.6461,0.8360,0.5865,0.6720,0.0712,low,0.3168,low,ai_leveraged,,,,,,,,,,,,true,0.005,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8939,1.0000,0.8500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
14392,Travel agency manager,MANAGERS,7770,5630,11580,4.2,4.2,estimated_sg_submajor_weighted_2025,14,42.7,0.098712,wage_only,derived_from_official_sg,,external_proxy,0.5997,0.9367,0.4573,0.7520,0.0285,very_low,0.2569,low,ai_leveraged,,,,,,,,,,,,true,0.1159,false,false,reliability_weighted,aligned_mid,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.7625,0.5500,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
14324,Wellness centre manager (e.g. hair/beauty/slimming/spa/manicure/massage),MANAGERS,5635,3800,8725,3.6,3.6,estimated_sg_submajor_weighted_2025,14,42.7,0.084064,wage_only,derived_from_official_sg,,external_proxy,0.4133,0.8904,0.5621,0.6824,0.0309,very_low,0.2069,low,ai_leveraged,,,,,,,,,,,,true,-0.0192,false,false,reliability_weighted,aligned_mid,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.5174,0.5500,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
14202,Wholesale trade manager,MANAGERS,8905,6199,14500,4.5,4.5,estimated_sg_submajor_weighted_2025,14,42.7,0.105677,wage_only,derived_from_official_sg,,external_proxy,0.6647,0.7674,0.5725,0.6842,0.1058,low,0.2920,low,ai_leveraged,,,,,,,,,,,,true,0.3175,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6224,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24111,Accountant (excluding tax accountant),PROFESSIONALS,5498,4600,6695,4.2,4.2,estimated_sg_submajor_weighted_2025,24,216.1,0.019361,wage_only,derived_from_official_sg,,external_proxy,0.9046,0.2807,0.3829,0.6390,0.4157,high,0.0972,very_low,at_risk,,,,,,,,,,,,true,-0.0855,prefix,prefix,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8864,1.0000,0.9500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21213,Actuary,PROFESSIONALS,7572,4987,13484,2.6,2.6,estimated_sg_submajor_weighted_2025,21,154.5,0.017150,wage_only,derived_from_official_sg,,external_proxy,0.8899,0.1952,0.6378,0.6491,0.4649,high,0.1108,very_low,at_risk,,,,,,,,,,,,true,-0.1791,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.8000,0.8200,0.9500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21471,Aeronautical engineer,PROFESSIONALS,6046,4729,8142,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015325,wage_only,derived_from_official_sg,,external_proxy,0.6259,0.6667,0.4188,0.7702,0.1607,moderate,0.1748,very_low,ai_leveraged,,,,,,,,,,,,true,-0.1178,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6514,0.8200,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21443,Air-conditioning/Refrigeration engineer,PROFESSIONALS,6503,5419,9106,2.5,2.5,estimated_sg_submajor_weighted_2025,21,154.5,0.015893,wage_only,derived_from_official_sg,,external_proxy,0.6275,0.6578,0.4558,0.7468,0.1604,moderate,0.1882,very_low,ai_leveraged,,,,,,,,,,,,true,-0.1104,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
22141,Anaesthesiologist,PROFESSIONALS,6712,6195,7633,2,2,estimated_sg_submajor_weighted_2025,22,61.6,0.033249,wage_only,derived_from_official_sg,,external_proxy,0.4381,0.9724,0.4638,0.7349,0.0089,very_low,0.1976,very_low,ai_leveraged,,,,,,,,,,,,true,-0.0655,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.7457,0.8200,0.8500,0.8500,V7,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
25140,Applications/Systems programmer,PROFESSIONALS,6500,6050,7660,4.1,4.1,estimated_sg_submajor_weighted_2025,25,82.3,0.050013,wage_only,derived_from_official_sg,,external_proxy,0.8787,0.1952,0.3875,0.6262,0.4428,high,0.0665,very_low,at_risk,,,,,,,,,,,,false,,exact,false,reliability_weighted,consensus_high,2,aioe:0.4745|ilo:0.5255,true,high_risk_but_exact_demand|high_risk_but_positive_labour_market,medium,0.7337,0.5500,0.9500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
26543,"Artistic director (stage, film, television, game and radio)",PROFESSIONALS,5500,4260,7280,1.7,1.7,estimated_sg_submajor_weighted_2025,26,43.4,0.039011,wage_only,derived_from_official_sg,,external_proxy,0.6117,0.7594,0.4393,0.7545,0.1111,low,0.2041,low,ai_leveraged,,,,,,,,,,,,true,-0.0483,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21524,Audio and video equipment engineer,PROFESSIONALS,4837,3921,6540,2.1,2.1,estimated_sg_submajor_weighted_2025,21,154.5,0.013707,wage_only,derived_from_official_sg,,external_proxy,0.6399,0.3788,0.4770,0.6432,0.2557,moderate,0.1156,very_low,at_risk,,,,,,,,,,,,true,0.0827,prefix,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8714,1.0000,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
22661,Audiologist,PROFESSIONALS,4884,3963,5800,1.7,1.7,estimated_sg_submajor_weighted_2025,22,61.6,0.028362,wage_only,derived_from_official_sg,,external_proxy,0.4133,0.9100,0.4293,0.7539,0.0281,very_low,0.1615,very_low,ai_leveraged,,,,,,,,,,,,true,-0.6524,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24112,Auditor (accounting),PROFESSIONALS,5575,4875,7693,4.2,4.2,estimated_sg_submajor_weighted_2025,24,216.1,0.019497,wage_only,derived_from_official_sg,,external_proxy,0.9046,0.2807,0.4188,0.5587,0.3635,high,0.1064,very_low,at_risk,,,,,,,,,,,,true,-0.0855,prefix,exact,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_exact_demand|high_risk_but_positive_labour_market,medium,0.8914,1.0000,0.9500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
26411,Author,PROFESSIONALS,4000,3500,7000,1.4,1.4,estimated_sg_submajor_weighted_2025,26,43.4,0.033269,wage_only,derived_from_official_sg,,external_proxy,0.8557,0.1257,0.5215,0.7050,0.5274,very_high,0.0561,very_low,at_risk,,,,,,,,,,,,true,0.1328,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7564,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21413,Automation engineer (including robotics engineer),PROFESSIONALS,8588,6350,12539,2.8,2.8,estimated_sg_submajor_weighted_2025,21,154.5,0.018264,wage_only,derived_from_official_sg,,external_proxy,0.5836,0.7148,0.6021,0.5835,0.0971,low,0.2512,low,ai_leveraged,,,,,,,,,,,,true,-0.5633,prefix,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8414,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21343,Biochemist,PROFESSIONALS,6264,5500,7114,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015599,wage_only,derived_from_official_sg,,external_proxy,0.5465,0.8271,0.3795,0.7015,0.0663,low,0.1716,very_low,ai_leveraged,,,,,,,,,,,,true,-0.2679,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6776,0.8200,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21311,Biologist,PROFESSIONALS,8352,6704,10202,2.8,2.8,estimated_sg_submajor_weighted_2025,21,154.5,0.018012,wage_only,derived_from_official_sg,,external_proxy,0.8188,0.1952,0.5639,0.6823,0.4496,high,0.0901,very_low,at_risk,,,,,,,,,,,,true,0.3003,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6427,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
21491,Biomedical engineer,PROFESSIONALS,5346,4171,7209,2.2,2.2,estimated_sg_submajor_weighted_2025,21,154.5,0.014410,wage_only,derived_from_official_sg,,external_proxy,0.5322,0.6800,0.4921,0.7222,0.1230,low,0.1781,very_low,ai_leveraged,,,,,,,,,,,,true,-0.0524,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21610,Building architect,PROFESSIONALS,6798,5250,10366,2.5,2.5,estimated_sg_submajor_weighted_2025,21,154.5,0.016250,wage_only,derived_from_official_sg,,external_proxy,0.4843,0.7433,0.4654,0.7480,0.0930,low,0.1675,very_low,ai_leveraged,,,,,,,,,,,,true,-0.2907,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8166,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21422,Building construction engineer,PROFESSIONALS,4800,4000,6000,2.1,2.1,estimated_sg_submajor_weighted_2025,21,154.5,0.013655,wage_only,derived_from_official_sg,,external_proxy,0.6749,0.5392,0.3361,0.8134,0.2530,moderate,0.1223,very_low,mixed,,,,,,,,,,,,true,-0.3375,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7639,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24213,Business and financial project management professional,PROFESSIONALS,7693,5500,11006,4.9,4.9,estimated_sg_submajor_weighted_2025,24,216.1,0.022903,wage_only,derived_from_official_sg,,external_proxy,0.7582,0.5793,0.5422,0.7038,0.2245,moderate,0.2382,low,ai_leveraged,,,,,,,,,,,,true,-0.1624,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24212,Business consultant,PROFESSIONALS,8662,4095,11875,5.3,5.3,estimated_sg_submajor_weighted_2025,24,216.1,0.024302,wage_only,derived_from_official_sg,,external_proxy,0.7582,0.5793,0.5806,0.6891,0.2198,moderate,0.2550,low,ai_leveraged,,,,,,,,,,,,true,-0.1624,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24122,Business valuer,PROFESSIONALS,9708,5200,16560,5.6,5.6,estimated_sg_submajor_weighted_2025,24,216.1,0.025728,wage_only,derived_from_official_sg,,external_proxy,0.7487,0.4519,0.6526,0.5626,0.2309,moderate,0.2208,low,ai_leveraged,,,,,,,,,,,,true,0.1074,prefix,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8414,1.0000,0.4500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
22132,Cardiothoracic surgeon,PROFESSIONALS,6294,5938,6882,2,2,estimated_sg_submajor_weighted_2025,22,61.6,0.032197,wage_only,derived_from_official_sg,,external_proxy,0.2302,0.9955,0.4377,0.7479,0.0008,very_low,0.1003,very_low,stable,,,,,,,,,,,,true,-0.3431,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6868,0.8200,0.4500,0.8500,V7,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
26375,Career coach (counselling),PROFESSIONALS,4415,3826,6630,1.5,1.5,estimated_sg_submajor_weighted_2025,26,43.4,0.034952,wage_only,derived_from_official_sg,,external_proxy,0.5738,0.8520,0.4809,0.7261,0.0616,low,0.2351,low,ai_leveraged,,,,,,,,,,,,true,-0.1401,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6644,0.8200,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21130,Chemist,PROFESSIONALS,6357,4500,11430,2.4,2.4,estimated_sg_submajor_weighted_2025,21,154.5,0.015714,wage_only,derived_from_official_sg,,external_proxy,0.6403,0.5971,0.5196,0.7173,0.1850,moderate,0.1987,very_low,ai_leveraged,,,,,,,,,,,,true,0.2141,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7561,1.0000,0.8500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21711,Chief engineer/Second engineer (ship),PROFESSIONALS,8339,6231,11456,2.8,2.8,estimated_sg_submajor_weighted_2025,21,154.5,0.017998,wage_only,derived_from_official_sg,,external_proxy,0.3445,0.8431,0.5542,0.6102,0.0330,very_low,0.1610,very_low,ai_leveraged,,,,,,,,,,,,true,-0.014,prefix,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.5818,0.8200,0.8500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21421,Civil engineer,PROFESSIONALS,6500,4900,8165,2.5,2.5,estimated_sg_submajor_weighted_2025,21,154.5,0.015890,wage_only,derived_from_official_sg,,external_proxy,0.6749,0.5392,0.3984,0.7832,0.2436,moderate,0.1450,very_low,ai_leveraged,,,,,,,,,,,,true,-0.3375,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
26341,Clinical psychologist,PROFESSIONALS,5495,4850,7024,1.7,1.7,estimated_sg_submajor_weighted_2025,26,43.4,0.038993,wage_only,derived_from_official_sg,,external_proxy,0.4736,0.8209,0.4393,0.5937,0.0504,low,0.1708,very_low,ai_leveraged,,,,,,,,,,,,true,-0.2689,exact,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.7478,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21347,Clinical research professional,PROFESSIONALS,8990,6632,13632,2.9,2.9,estimated_sg_submajor_weighted_2025,21,154.5,0.018687,wage_only,derived_from_official_sg,,external_proxy,0.5465,0.8271,0.6748,0.5402,0.0510,low,0.3050,low,ai_leveraged,,,,,,,,,,,,true,-0.2679,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,divergent_exposure_sources,medium,0.6776,0.8200,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
25231,Cloud specialist,PROFESSIONALS,9583,7001,15176,5,5,estimated_sg_submajor_weighted_2025,25,82.3,0.060726,wage_only,derived_from_official_sg,,external_proxy,0.7088,0.3378,0.6241,0.5043,0.2367,moderate,0.1494,very_low,ai_leveraged,,,,,,,,,,,,false,,exact,false,reliability_weighted,divergent,2,aioe:0.4745|ilo:0.5255,false,divergent_exposure_sources,medium,0.7280,0.5500,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
21721,Commercial airline pilot,PROFESSIONALS,13878,11594,17003,3.6,3.6,estimated_sg_submajor_weighted_2025,21,154.5,0.023218,wage_only,derived_from_official_sg,,external_proxy,0.2078,0.9260,0.5869,0.6734,0.0104,very_low,0.1129,very_low,stable,,,,,,,,,,,,true,-0.123,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8594,0.8200,0.9500,0.8500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24154,Commodities and freight derivatives broker,PROFESSIONALS,12000,8205,18662,6.2,6.2,estimated_sg_submajor_weighted_2025,24,216.1,0.028604,wage_only,derived_from_official_sg,,external_proxy,0.8258,0.4474,0.6730,0.5489,0.2505,moderate,0.2486,low,mixed,,,,,,,,,,,,true,0.0894,prefix,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7007,0.8200,0.4500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24351,Commodities trader (excluding oil and bunker),PROFESSIONALS,16000,8800,20000,7.1,7.1,estimated_sg_submajor_weighted_2025,24,216.1,0.033029,wage_only,derived_from_official_sg,,external_proxy,0.8644,0.4813,0.7045,0.6166,0.2765,moderate,0.2931,low,mixed,,,,,,,,,,,,true,0.0904,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.7848,0.8200,0.9500,0.6500,V7,,,,,,,,,,,,direct,,external_proxy,false,,,false
24132,Compliance officer/Risk analyst (financial),PROFESSIONALS,7395,5500,13048,4.9,4.9,estimated_sg_submajor_weighted_2025,24,216.1,0.022455,wage_only,derived_from_official_sg,,external_proxy,0.8808,0.4029,0.5679,0.5456,0.2870,moderate,0.2015,low,mixed,,,,,,,,,,,,true,0.0353,prefix,prefix,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6714,1.0000,0.4500,0.6500,V7,,,,,,,,,,,,submajor_fallback,,external_proxy,false,,,false
